fecha_publicacion|publicacion|diario_numero|sumario_id|sumario_url_pdf|seccion_codigo|seccion_nombre|departamento_codigo|departamento_nombre|epigrafe_nombre|item_id|item_titulo|item_url_pdf|item_url_html|item_url_xml|szKBytes
20250422|BOE|97|BOE-S-2025-97|{'szBytes': '411292', 'szKBytes': '402', 'texto': 'https://www.boe.es/boe/dias/2025/04/22/pdfs/BOE-S-2025-97.pdf'}|3|III. Otras disposiciones|9575|MINISTERIO PARA LA TRANSICIÓN ECOLÓGICA Y EL RETO DEMOGRÁFICO|Instalaciones eléctricas|BOE-A-2025-8147|Resolución de 9 de abril de 2025, de la Dirección General de Política Energética y Minas, por la que se otorga a Red Eléctrica de España, SAU, autorización de cierre para las dos posiciones de grupo de generación térmica de la subestación Litoral 400 kV, en Carboneras (Almería).||https://www.boe.es/diario_boe/txt.php?id=BOE-A-2025-8147|https://www.boe.es/diario_boe/xml.php?id=BOE-A-2025-8147|200
20250422|BOE|97|BOE-S-2025-97|{'szBytes': '411292', 'szKBytes': '402', 'texto': 'https://www.boe.es/boe/dias/2025/04/22/pdfs/BOE-S-2025-97.pdf'}|3|III. Otras disposiciones|4110|MINISTERIO DE CULTURA|Convenios|BOE-A-2025-8148|Resolución de 10 de abril de 2025, de la Dirección General del Libro, del Cómic y de la Lectura, por la que se publica el Convenio con la Universidad Pontificia de Salamanca, para regular el suministro de metadatos y miniaturas.||https://www.boe.es/diario_boe/txt.php?id=BOE-A-2025-8148|https://www.boe.es/diario_boe/xml.php?id=BOE-A-2025-8148|227
20250422|BOE|97|BOE-S-2025-97|{'szBytes': '411292', 'szKBytes': '402', 'texto': 'https://www.boe.es/boe/dias/2025/04/22/pdfs/BOE-S-2025-97.pdf'}|3|III. Otras disposiciones|9589|MINISTERIO DE ECONOMÍA, COMERCIO Y EMPRESA|Deuda del Estado|BOE-A-2025-8149|Resolución de 14 de abril de 2025, de la Dirección General del Tesoro y Política Financiera, por la que se publican los resultados de las subastas de Bonos y Obligaciones del Estado celebradas el día 10 de abril de 2025.||https://www.boe.es/diario_boe/txt.php?id=BOE-A-2025-8149|https://www.boe.es/diario_boe/xml.php?id=BOE-A-2025-8149|222
20250422|BOE|97|BOE-S-2025-97|{'szBytes': '411292', 'szKBytes': '402', 'texto': 'https://www.boe.es/boe/dias/2025/04/22/pdfs/BOE-S-2025-97.pdf'}|3|III. Otras disposiciones|9588|MINISTERIO DE DERECHOS SOCIALES, CONSUMO Y AGENDA 2030|Convenios|BOE-A-2025-8150|Resolución de 9 de abril de 2025, del Real Patronato sobre Discapacidad, por la que se publica el Convenio con la Federación Española de Daño Cerebral, para el proyecto «Plan de apoyo a la empleabilidad de las personas con DCA en entornos rurales».||https://www.boe.es/diario_boe/txt.php?id=BOE-A-2025-8150|https://www.boe.es/diario_boe/xml.php?id=BOE-A-2025-8150|247
20250422|BOE|97|BOE-S-2025-97|{'szBytes': '411292', 'szKBytes': '402', 'texto': 'https://www.boe.es/boe/dias/2025/04/22/pdfs/BOE-S-2025-97.pdf'}|3|III. Otras disposiciones|1020|BANCO DE ESPAÑA|Mercado de divisas|BOE-A-2025-8151|Resolución de 17 de abril de 2025, del Banco de España, por la que se publican los cambios del euro correspondientes al día 17 de abril de 2025, publicados por el Banco Central Europeo, que tendrán la consideración de cambios oficiales, de acuerdo con lo dispuesto en el artículo 36 de la Ley 46/1998, de 17 de diciembre, sobre la Introducción del Euro.||https://www.boe.es/diario_boe/txt.php?id=BOE-A-2025-8151|https://www.boe.es/diario_boe/xml.php?id=BOE-A-2025-8151|212
20250422|BOE|97|BOE-S-2025-97|{'szBytes': '411292', 'szKBytes': '402', 'texto': 'https://www.boe.es/boe/dias/2025/04/22/pdfs/BOE-S-2025-97.pdf'}|3|III. Otras disposiciones|1020|BANCO DE ESPAÑA|Préstamos hipotecarios. Índices|BOE-A-2025-8152|Resolución de 21 de abril de 2025, del Banco de España, por la que se publican determinados tipos de interés oficiales de referencia del mercado hipotecario.||https://www.boe.es/diario_boe/txt.php?id=BOE-A-2025-8152|https://www.boe.es/diario_boe/xml.php?id=BOE-A-2025-8152|189
20250422|BOE|97|BOE-S-2025-97|{'szBytes': '411292', 'szKBytes': '402', 'texto': 'https://www.boe.es/boe/dias/2025/04/22/pdfs/BOE-S-2025-97.pdf'}|3|III. Otras disposiciones|9534|COMISIÓN NACIONAL DE LOS MERCADOS Y LA COMPETENCIA|Comunidad Autónoma de Canarias. Convenio|BOE-A-2025-8153|Resolución de 14 de abril de 2025, de la Comisión Nacional de los Mercados y la Competencia, por la que se publica el Convenio de cooperación educativa con la Universidad de Las Palmas de Gran Canaria, para la realización de prácticas académicas externas de estudiantes de doctorado.||https://www.boe.es/diario_boe/txt.php?id=BOE-A-2025-8153|https://www.boe.es/diario_boe/xml.php?id=BOE-A-2025-8153|299
20250422|BOE|97|BOE-S-2025-97|{'szBytes': '411292', 'szKBytes': '402', 'texto': 'https://www.boe.es/boe/dias/2025/04/22/pdfs/BOE-S-2025-97.pdf'}|3|III. Otras disposiciones|8070|COMUNIDAD AUTÓNOMA DE CATALUÑA|Entidades de inspección y control|BOE-A-2025-8154|Resolución de 17 de marzo de 2025, de la Dirección General de Industria, del Departamento de Empresa y Trabajo, por la que se modifica la designación a Lgai Technological Center, SA, como organismo autorizado de verificación metrológica de instrumentos de medida sometidos al control metrológico del Estado.||https://www.boe.es/diario_boe/txt.php?id=BOE-A-2025-8154|https://www.boe.es/diario_boe/xml.php?id=BOE-A-2025-8154|205
20250422|BOE|97|BOE-S-2025-97|{'szBytes': '411292', 'szKBytes': '402', 'texto': 'https://www.boe.es/boe/dias/2025/04/22/pdfs/BOE-S-2025-97.pdf'}|3|III. Otras disposiciones|310|UNIVERSIDADES|Planes de estudios|BOE-A-2025-8155|Resolución de 7 de abril de 2025, de la Universidad de Deusto, por la que se publica el plan de estudios de Máster Universitario en Psicología de la Intervención Social.||https://www.boe.es/diario_boe/txt.php?id=BOE-A-2025-8155|https://www.boe.es/diario_boe/xml.php?id=BOE-A-2025-8155|197
20250422|BOE|97|BOE-S-2025-97|{'szBytes': '411292', 'szKBytes': '402', 'texto': 'https://www.boe.es/boe/dias/2025/04/22/pdfs/BOE-S-2025-97.pdf'}|3|III. Otras disposiciones|310|UNIVERSIDADES|Planes de estudios|BOE-A-2025-8156|Resolución de 9 de abril de 2025, de la Universidad de Zaragoza, por la que se publica el plan de estudios Graduado o Graduada en Gestión de Información y Contenidos Digitales.||https://www.boe.es/diario_boe/txt.php?id=BOE-A-2025-8156|https://www.boe.es/diario_boe/xml.php?id=BOE-A-2025-8156|211
20250422|BOE|97|BOE-S-2025-97|{'szBytes': '411292', 'szKBytes': '402', 'texto': 'https://www.boe.es/boe/dias/2025/04/22/pdfs/BOE-S-2025-97.pdf'}|3|III. Otras disposiciones|310|UNIVERSIDADES|Planes de estudios|BOE-A-2025-8157|Resolución de 10 de abril de 2025, de la Universidad de Castilla-La Mancha, por la que se publica la modificación del plan de estudios de Graduado o Graduada en Español: Lengua y Literatura.||https://www.boe.es/diario_boe/txt.php?id=BOE-A-2025-8157|https://www.boe.es/diario_boe/xml.php?id=BOE-A-2025-8157|293
20250422|BOE|97|BOE-S-2025-97|{'szBytes': '411292', 'szKBytes': '402', 'texto': 'https://www.boe.es/boe/dias/2025/04/22/pdfs/BOE-S-2025-97.pdf'}|4|IV. Administración de Justicia|9546|JUZGADOS DE PRIMERA INSTANCIA E INSTRUCCIÓN||BOE-B-2025-14640|ALCALA DE HENARES||https://www.boe.es/diario_boe/txt.php?id=BOE-B-2025-14640|https://www.boe.es/diario_boe/xml.php?id=BOE-B-2025-14640|194
20250422|BOE|97|BOE-S-2025-97|{'szBytes': '411292', 'szKBytes': '402', 'texto': 'https://www.boe.es/boe/dias/2025/04/22/pdfs/BOE-S-2025-97.pdf'}|4|IV. Administración de Justicia|9546|JUZGADOS DE PRIMERA INSTANCIA E INSTRUCCIÓN||BOE-B-2025-14641|ALICANTE/ALACANT||https://www.boe.es/diario_boe/txt.php?id=BOE-B-2025-14641|https://www.boe.es/diario_boe/xml.php?id=BOE-B-2025-14641|194
20250422|BOE|97|BOE-S-2025-97|{'szBytes': '411292', 'szKBytes': '402', 'texto': 'https://www.boe.es/boe/dias/2025/04/22/pdfs/BOE-S-2025-97.pdf'}|4|IV. Administración de Justicia|9546|JUZGADOS DE PRIMERA INSTANCIA E INSTRUCCIÓN||BOE-B-2025-14642|ARENYS MAR||https://www.boe.es/diario_boe/txt.php?id=BOE-B-2025-14642|https://www.boe.es/diario_boe/xml.php?id=BOE-B-2025-14642|194
20250422|BOE|97|BOE-S-2025-97|{'szBytes': '411292', 'szKBytes': '402', 'texto': 'https://www.boe.es/boe/dias/2025/04/22/pdfs/BOE-S-2025-97.pdf'}|4|IV. Administración de Justicia|9546|JUZGADOS DE PRIMERA INSTANCIA E INSTRUCCIÓN||BOE-B-2025-14643|ARENYS MAR||https://www.boe.es/diario_boe/txt.php?id=BOE-B-2025-14643|https://www.boe.es/diario_boe/xml.php?id=BOE-B-2025-14643|194
20250422|BOE|97|BOE-S-2025-97|{'szBytes': '411292', 'szKBytes': '402', 'texto': 'https://www.boe.es/boe/dias/2025/04/22/pdfs/BOE-S-2025-97.pdf'}|4|IV. Administración de Justicia|9546|JUZGADOS DE PRIMERA INSTANCIA E INSTRUCCIÓN||BOE-B-2025-14644|ARGANDA DEL REY||https://www.boe.es/diario_boe/txt.php?id=BOE-B-2025-14644|https://www.boe.es/diario_boe/xml.php?id=BOE-B-2025-14644|194
20250422|BOE|97|BOE-S-2025-97|{'szBytes': '411292', 'szKBytes': '402', 'texto': 'https://www.boe.es/boe/dias/2025/04/22/pdfs/BOE-S-2025-97.pdf'}|4|IV. Administración de Justicia|9546|JUZGADOS DE PRIMERA INSTANCIA E INSTRUCCIÓN||BOE-B-2025-14645|AYAMONTE||https://www.boe.es/diario_boe/txt.php?id=BOE-B-2025-14645|https://www.boe.es/diario_boe/xml.php?id=BOE-B-2025-14645|194
20250422|BOE|97|BOE-S-2025-97|{'szBytes': '411292', 'szKBytes': '402', 'texto': 'https://www.boe.es/boe/dias/2025/04/22/pdfs/BOE-S-2025-97.pdf'}|4|IV. Administración de Justicia|9546|JUZGADOS DE PRIMERA INSTANCIA E INSTRUCCIÓN||BOE-B-2025-14646|AZPEITIA||https://www.boe.es/diario_boe/txt.php?id=BOE-B-2025-14646|https://www.boe.es/diario_boe/xml.php?id=BOE-B-2025-14646|194
20250422|BOE|97|BOE-S-2025-97|{'szBytes': '411292', 'szKBytes': '402', 'texto': 'https://www.boe.es/boe/dias/2025/04/22/pdfs/BOE-S-2025-97.pdf'}|4|IV. Administración de Justicia|9546|JUZGADOS DE PRIMERA INSTANCIA E INSTRUCCIÓN||BOE-B-2025-14647|BILBAO||https://www.boe.es/diario_boe/txt.php?id=BOE-B-2025-14647|https://www.boe.es/diario_boe/xml.php?id=BOE-B-2025-14647|193
20250422|BOE|97|BOE-S-2025-97|{'szBytes': '411292', 'szKBytes': '402', 'texto': 'https://www.boe.es/boe/dias/2025/04/22/pdfs/BOE-S-2025-97.pdf'}|4|IV. Administración de Justicia|9546|JUZGADOS DE PRIMERA INSTANCIA E INSTRUCCIÓN||BOE-B-2025-14648|BILBAO||https://www.boe.es/diario_boe/txt.php?id=BOE-B-2025-14648|https://www.boe.es/diario_boe/xml.php?id=BOE-B-2025-14648|194
20250422|BOE|97|BOE-S-2025-97|{'szBytes': '411292', 'szKBytes': '402', 'texto': 'https://www.boe.es/boe/dias/2025/04/22/pdfs/BOE-S-2025-97.pdf'}|4|IV. Administración de Justicia|9546|JUZGADOS DE PRIMERA INSTANCIA E INSTRUCCIÓN||BOE-B-2025-14649|CADIZ||https://www.boe.es/diario_boe/txt.php?id=BOE-B-2025-14649|https://www.boe.es/diario_boe/xml.php?id=BOE-B-2025-14649|193
20250422|BOE|97|BOE-S-2025-97|{'szBytes': '411292', 'szKBytes': '402', 'texto': 'https://www.boe.es/boe/dias/2025/04/22/pdfs/BOE-S-2025-97.pdf'}|4|IV. Administración de Justicia|9546|JUZGADOS DE PRIMERA INSTANCIA E INSTRUCCIÓN||BOE-B-2025-14650|CASTELLON DE LA PLANA||https://www.boe.es/diario_boe/txt.php?id=BOE-B-2025-14650|https://www.boe.es/diario_boe/xml.php?id=BOE-B-2025-14650|194
20250422|BOE|97|BOE-S-2025-97|{'szBytes': '411292', 'szKBytes': '402', 'texto': 'https://www.boe.es/boe/dias/2025/04/22/pdfs/BOE-S-2025-97.pdf'}|4|IV. Administración de Justicia|9546|JUZGADOS DE PRIMERA INSTANCIA E INSTRUCCIÓN||BOE-B-2025-14651|CORNELLA DE LLOBREGAT||https://www.boe.es/diario_boe/txt.php?id=BOE-B-2025-14651|https://www.boe.es/diario_boe/xml.php?id=BOE-B-2025-14651|194
20250422|BOE|97|BOE-S-2025-97|{'szBytes': '411292', 'szKBytes': '402', 'texto': 'https://www.boe.es/boe/dias/2025/04/22/pdfs/BOE-S-2025-97.pdf'}|4|IV. Administración de Justicia|9546|JUZGADOS DE PRIMERA INSTANCIA E INSTRUCCIÓN||BOE-B-2025-14652|CORUÑA (A)||https://www.boe.es/diario_boe/txt.php?id=BOE-B-2025-14652|https://www.boe.es/diario_boe/xml.php?id=BOE-B-2025-14652|194
20250422|BOE|97|BOE-S-2025-97|{'szBytes': '411292', 'szKBytes': '402', 'texto': 'https://www.boe.es/boe/dias/2025/04/22/pdfs/BOE-S-2025-97.pdf'}|4|IV. Administración de Justicia|9546|JUZGADOS DE PRIMERA INSTANCIA E INSTRUCCIÓN||BOE-B-2025-14653|DOS HERMANAS||https://www.boe.es/diario_boe/txt.php?id=BOE-B-2025-14653|https://www.boe.es/diario_boe/xml.php?id=BOE-B-2025-14653|194
20250422|BOE|97|BOE-S-2025-97|{'szBytes': '411292', 'szKBytes': '402', 'texto': 'https://www.boe.es/boe/dias/2025/04/22/pdfs/BOE-S-2025-97.pdf'}|4|IV. Administración de Justicia|9546|JUZGADOS DE PRIMERA INSTANCIA E INSTRUCCIÓN||BOE-B-2025-14654|EL VENDRELL||https://www.boe.es/diario_boe/txt.php?id=BOE-B-2025-14654|https://www.boe.es/diario_boe/xml.php?id=BOE-B-2025-14654|194
20250422|BOE|97|BOE-S-2025-97|{'szBytes': '411292', 'szKBytes': '402', 'texto': 'https://www.boe.es/boe/dias/2025/04/22/pdfs/BOE-S-2025-97.pdf'}|4|IV. Administración de Justicia|9546|JUZGADOS DE PRIMERA INSTANCIA E INSTRUCCIÓN||BOE-B-2025-14655|FIGUERES||https://www.boe.es/diario_boe/txt.php?id=BOE-B-2025-14655|https://www.boe.es/diario_boe/xml.php?id=BOE-B-2025-14655|194
20250422|BOE|97|BOE-S-2025-97|{'szBytes': '411292', 'szKBytes': '402', 'texto': 'https://www.boe.es/boe/dias/2025/04/22/pdfs/BOE-S-2025-97.pdf'}|4|IV. Administración de Justicia|9546|JUZGADOS DE PRIMERA INSTANCIA E INSTRUCCIÓN||BOE-B-2025-14656|FUENGIROLA||https://www.boe.es/diario_boe/txt.php?id=BOE-B-2025-14656|https://www.boe.es/diario_boe/xml.php?id=BOE-B-2025-14656|194
20250422|BOE|97|BOE-S-2025-97|{'szBytes': '411292', 'szKBytes': '402', 'texto': 'https://www.boe.es/boe/dias/2025/04/22/pdfs/BOE-S-2025-97.pdf'}|4|IV. Administración de Justicia|9546|JUZGADOS DE PRIMERA INSTANCIA E INSTRUCCIÓN||BOE-B-2025-14657|FUENGIROLA||https://www.boe.es/diario_boe/txt.php?id=BOE-B-2025-14657|https://www.boe.es/diario_boe/xml.php?id=BOE-B-2025-14657|194
20250422|BOE|97|BOE-S-2025-97|{'szBytes': '411292', 'szKBytes': '402', 'texto': 'https://www.boe.es/boe/dias/2025/04/22/pdfs/BOE-S-2025-97.pdf'}|4|IV. Administración de Justicia|9546|JUZGADOS DE PRIMERA INSTANCIA E INSTRUCCIÓN||BOE-B-2025-14658|GIJON/XIXON-GIJON||https://www.boe.es/diario_boe/txt.php?id=BOE-B-2025-14658|https://www.boe.es/diario_boe/xml.php?id=BOE-B-2025-14658|194
20250422|BOE|97|BOE-S-2025-97|{'szBytes': '411292', 'szKBytes': '402', 'texto': 'https://www.boe.es/boe/dias/2025/04/22/pdfs/BOE-S-2025-97.pdf'}|4|IV. Administración de Justicia|9546|JUZGADOS DE PRIMERA INSTANCIA E INSTRUCCIÓN||BOE-B-2025-14659|GRANADA||https://www.boe.es/diario_boe/txt.php?id=BOE-B-2025-14659|https://www.boe.es/diario_boe/xml.php?id=BOE-B-2025-14659|194
20250422|BOE|97|BOE-S-2025-97|{'szBytes': '411292', 'szKBytes': '402', 'texto': 'https://www.boe.es/boe/dias/2025/04/22/pdfs/BOE-S-2025-97.pdf'}|4|IV. Administración de Justicia|9546|JUZGADOS DE PRIMERA INSTANCIA E INSTRUCCIÓN||BOE-B-2025-14660|GRANOLLERS||https://www.boe.es/diario_boe/txt.php?id=BOE-B-2025-14660|https://www.boe.es/diario_boe/xml.php?id=BOE-B-2025-14660|194
20250422|BOE|97|BOE-S-2025-97|{'szBytes': '411292', 'szKBytes': '402', 'texto': 'https://www.boe.es/boe/dias/2025/04/22/pdfs/BOE-S-2025-97.pdf'}|4|IV. Administración de Justicia|9546|JUZGADOS DE PRIMERA INSTANCIA E INSTRUCCIÓN||BOE-B-2025-14661|GUADALAJARA||https://www.boe.es/diario_boe/txt.php?id=BOE-B-2025-14661|https://www.boe.es/diario_boe/xml.php?id=BOE-B-2025-14661|194
20250422|BOE|97|BOE-S-2025-97|{'szBytes': '411292', 'szKBytes': '402', 'texto': 'https://www.boe.es/boe/dias/2025/04/22/pdfs/BOE-S-2025-97.pdf'}|4|IV. Administración de Justicia|9546|JUZGADOS DE PRIMERA INSTANCIA E INSTRUCCIÓN||BOE-B-2025-14662|IBIZA||https://www.boe.es/diario_boe/txt.php?id=BOE-B-2025-14662|https://www.boe.es/diario_boe/xml.php?id=BOE-B-2025-14662|194
20250422|BOE|97|BOE-S-2025-97|{'szBytes': '411292', 'szKBytes': '402', 'texto': 'https://www.boe.es/boe/dias/2025/04/22/pdfs/BOE-S-2025-97.pdf'}|4|IV. Administración de Justicia|9546|JUZGADOS DE PRIMERA INSTANCIA E INSTRUCCIÓN||BOE-B-2025-14663|ILLESCAS||https://www.boe.es/diario_boe/txt.php?id=BOE-B-2025-14663|https://www.boe.es/diario_boe/xml.php?id=BOE-B-2025-14663|194
20250422|BOE|97|BOE-S-2025-97|{'szBytes': '411292', 'szKBytes': '402', 'texto': 'https://www.boe.es/boe/dias/2025/04/22/pdfs/BOE-S-2025-97.pdf'}|4|IV. Administración de Justicia|9546|JUZGADOS DE PRIMERA INSTANCIA E INSTRUCCIÓN||BOE-B-2025-14664|ILLESCAS||https://www.boe.es/diario_boe/txt.php?id=BOE-B-2025-14664|https://www.boe.es/diario_boe/xml.php?id=BOE-B-2025-14664|194
20250422|BOE|97|BOE-S-2025-97|{'szBytes': '411292', 'szKBytes': '402', 'texto': 'https://www.boe.es/boe/dias/2025/04/22/pdfs/BOE-S-2025-97.pdf'}|4|IV. Administración de Justicia|9546|JUZGADOS DE PRIMERA INSTANCIA E INSTRUCCIÓN||BOE-B-2025-14665|JEREZ DE LA FRONTERA||https://www.boe.es/diario_boe/txt.php?id=BOE-B-2025-14665|https://www.boe.es/diario_boe/xml.php?id=BOE-B-2025-14665|194
20250422|BOE|97|BOE-S-2025-97|{'szBytes': '411292', 'szKBytes': '402', 'texto': 'https://www.boe.es/boe/dias/2025/04/22/pdfs/BOE-S-2025-97.pdf'}|4|IV. Administración de Justicia|9546|JUZGADOS DE PRIMERA INSTANCIA E INSTRUCCIÓN||BOE-B-2025-14666|LEGANES||https://www.boe.es/diario_boe/txt.php?id=BOE-B-2025-14666|https://www.boe.es/diario_boe/xml.php?id=BOE-B-2025-14666|194
20250422|BOE|97|BOE-S-2025-97|{'szBytes': '411292', 'szKBytes': '402', 'texto': 'https://www.boe.es/boe/dias/2025/04/22/pdfs/BOE-S-2025-97.pdf'}|4|IV. Administración de Justicia|9546|JUZGADOS DE PRIMERA INSTANCIA E INSTRUCCIÓN||BOE-B-2025-14667|LEON||https://www.boe.es/diario_boe/txt.php?id=BOE-B-2025-14667|https://www.boe.es/diario_boe/xml.php?id=BOE-B-2025-14667|193
20250422|BOE|97|BOE-S-2025-97|{'szBytes': '411292', 'szKBytes': '402', 'texto': 'https://www.boe.es/boe/dias/2025/04/22/pdfs/BOE-S-2025-97.pdf'}|4|IV. Administración de Justicia|9546|JUZGADOS DE PRIMERA INSTANCIA E INSTRUCCIÓN||BOE-B-2025-14668|MADRID||https://www.boe.es/diario_boe/txt.php?id=BOE-B-2025-14668|https://www.boe.es/diario_boe/xml.php?id=BOE-B-2025-14668|194
20250422|BOE|97|BOE-S-2025-97|{'szBytes': '411292', 'szKBytes': '402', 'texto': 'https://www.boe.es/boe/dias/2025/04/22/pdfs/BOE-S-2025-97.pdf'}|4|IV. Administración de Justicia|9546|JUZGADOS DE PRIMERA INSTANCIA E INSTRUCCIÓN||BOE-B-2025-14669|MALAGA||https://www.boe.es/diario_boe/txt.php?id=BOE-B-2025-14669|https://www.boe.es/diario_boe/xml.php?id=BOE-B-2025-14669|194
20250422|BOE|97|BOE-S-2025-97|{'szBytes': '411292', 'szKBytes': '402', 'texto': 'https://www.boe.es/boe/dias/2025/04/22/pdfs/BOE-S-2025-97.pdf'}|4|IV. Administración de Justicia|9546|JUZGADOS DE PRIMERA INSTANCIA E INSTRUCCIÓN||BOE-B-2025-14670|MANRESA||https://www.boe.es/diario_boe/txt.php?id=BOE-B-2025-14670|https://www.boe.es/diario_boe/xml.php?id=BOE-B-2025-14670|194
20250422|BOE|97|BOE-S-2025-97|{'szBytes': '411292', 'szKBytes': '402', 'texto': 'https://www.boe.es/boe/dias/2025/04/22/pdfs/BOE-S-2025-97.pdf'}|4|IV. Administración de Justicia|9546|JUZGADOS DE PRIMERA INSTANCIA E INSTRUCCIÓN||BOE-B-2025-14671|MOLLET DEL VALLES||https://www.boe.es/diario_boe/txt.php?id=BOE-B-2025-14671|https://www.boe.es/diario_boe/xml.php?id=BOE-B-2025-14671|194
20250422|BOE|97|BOE-S-2025-97|{'szBytes': '411292', 'szKBytes': '402', 'texto': 'https://www.boe.es/boe/dias/2025/04/22/pdfs/BOE-S-2025-97.pdf'}|4|IV. Administración de Justicia|9546|JUZGADOS DE PRIMERA INSTANCIA E INSTRUCCIÓN||BOE-B-2025-14672|MONFORTE DE LEMOS||https://www.boe.es/diario_boe/txt.php?id=BOE-B-2025-14672|https://www.boe.es/diario_boe/xml.php?id=BOE-B-2025-14672|194
20250422|BOE|97|BOE-S-2025-97|{'szBytes': '411292', 'szKBytes': '402', 'texto': 'https://www.boe.es/boe/dias/2025/04/22/pdfs/BOE-S-2025-97.pdf'}|4|IV. Administración de Justicia|9546|JUZGADOS DE PRIMERA INSTANCIA E INSTRUCCIÓN||BOE-B-2025-14673|NAVALCARNERO||https://www.boe.es/diario_boe/txt.php?id=BOE-B-2025-14673|https://www.boe.es/diario_boe/xml.php?id=BOE-B-2025-14673|194
20250422|BOE|97|BOE-S-2025-97|{'szBytes': '411292', 'szKBytes': '402', 'texto': 'https://www.boe.es/boe/dias/2025/04/22/pdfs/BOE-S-2025-97.pdf'}|4|IV. Administración de Justicia|9546|JUZGADOS DE PRIMERA INSTANCIA E INSTRUCCIÓN||BOE-B-2025-14674|ORIHUELA||https://www.boe.es/diario_boe/txt.php?id=BOE-B-2025-14674|https://www.boe.es/diario_boe/xml.php?id=BOE-B-2025-14674|194
20250422|BOE|97|BOE-S-2025-97|{'szBytes': '411292', 'szKBytes': '402', 'texto': 'https://www.boe.es/boe/dias/2025/04/22/pdfs/BOE-S-2025-97.pdf'}|4|IV. Administración de Justicia|9546|JUZGADOS DE PRIMERA INSTANCIA E INSTRUCCIÓN||BOE-B-2025-14675|PALMA CONDADO||https://www.boe.es/diario_boe/txt.php?id=BOE-B-2025-14675|https://www.boe.es/diario_boe/xml.php?id=BOE-B-2025-14675|194
20250422|BOE|97|BOE-S-2025-97|{'szBytes': '411292', 'szKBytes': '402', 'texto': 'https://www.boe.es/boe/dias/2025/04/22/pdfs/BOE-S-2025-97.pdf'}|4|IV. Administración de Justicia|9546|JUZGADOS DE PRIMERA INSTANCIA E INSTRUCCIÓN||BOE-B-2025-14676|PUERTO REAL||https://www.boe.es/diario_boe/txt.php?id=BOE-B-2025-14676|https://www.boe.es/diario_boe/xml.php?id=BOE-B-2025-14676|194
20250422|BOE|97|BOE-S-2025-97|{'szBytes': '411292', 'szKBytes': '402', 'texto': 'https://www.boe.es/boe/dias/2025/04/22/pdfs/BOE-S-2025-97.pdf'}|4|IV. Administración de Justicia|9546|JUZGADOS DE PRIMERA INSTANCIA E INSTRUCCIÓN||BOE-B-2025-14677|SANTA COLOMA GRAMENET||https://www.boe.es/diario_boe/txt.php?id=BOE-B-2025-14677|https://www.boe.es/diario_boe/xml.php?id=BOE-B-2025-14677|194
20250422|BOE|97|BOE-S-2025-97|{'szBytes': '411292', 'szKBytes': '402', 'texto': 'https://www.boe.es/boe/dias/2025/04/22/pdfs/BOE-S-2025-97.pdf'}|4|IV. Administración de Justicia|9546|JUZGADOS DE PRIMERA INSTANCIA E INSTRUCCIÓN||BOE-B-2025-14678|SANTANDER||https://www.boe.es/diario_boe/txt.php?id=BOE-B-2025-14678|https://www.boe.es/diario_boe/xml.php?id=BOE-B-2025-14678|194
20250422|BOE|97|BOE-S-2025-97|{'szBytes': '411292', 'szKBytes': '402', 'texto': 'https://www.boe.es/boe/dias/2025/04/22/pdfs/BOE-S-2025-97.pdf'}|4|IV. Administración de Justicia|9546|JUZGADOS DE PRIMERA INSTANCIA E INSTRUCCIÓN||BOE-B-2025-14679|TARRAGONA||https://www.boe.es/diario_boe/txt.php?id=BOE-B-2025-14679|https://www.boe.es/diario_boe/xml.php?id=BOE-B-2025-14679|194
20250422|BOE|97|BOE-S-2025-97|{'szBytes': '411292', 'szKBytes': '402', 'texto': 'https://www.boe.es/boe/dias/2025/04/22/pdfs/BOE-S-2025-97.pdf'}|4|IV. Administración de Justicia|9546|JUZGADOS DE PRIMERA INSTANCIA E INSTRUCCIÓN||BOE-B-2025-14680|TERRASSA||https://www.boe.es/diario_boe/txt.php?id=BOE-B-2025-14680|https://www.boe.es/diario_boe/xml.php?id=BOE-B-2025-14680|194
20250422|BOE|97|BOE-S-2025-97|{'szBytes': '411292', 'szKBytes': '402', 'texto': 'https://www.boe.es/boe/dias/2025/04/22/pdfs/BOE-S-2025-97.pdf'}|4|IV. Administración de Justicia|9546|JUZGADOS DE PRIMERA INSTANCIA E INSTRUCCIÓN||BOE-B-2025-14681|TORREVIEJA||https://www.boe.es/diario_boe/txt.php?id=BOE-B-2025-14681|https://www.boe.es/diario_boe/xml.php?id=BOE-B-2025-14681|194
20250422|BOE|97|BOE-S-2025-97|{'szBytes': '411292', 'szKBytes': '402', 'texto': 'https://www.boe.es/boe/dias/2025/04/22/pdfs/BOE-S-2025-97.pdf'}|4|IV. Administración de Justicia|9546|JUZGADOS DE PRIMERA INSTANCIA E INSTRUCCIÓN||BOE-B-2025-14682|TORREVIEJA||https://www.boe.es/diario_boe/txt.php?id=BOE-B-2025-14682|https://www.boe.es/diario_boe/xml.php?id=BOE-B-2025-14682|194
